id_venta,id_producto,cantidad,fecha,id_cliente
V004006,P0063,7,2020-08-09,C0046
V002877,P0171,6,2021-12-03,C0244
V003104,P0332,1,2020-04-28,C0197
V003333,P0020,4,2021-07-02,C0067
V004566,P0479,4,2020-08-01,C0089
V006020,P0031,6,2023-01-18,C0291
V001454,P0419,2,2023-11-12,C0022
V001152,P0068,9,2020-06-23,C0185
V001032,P0248,5,2023-03-15,C0144
V000957,P0393,5,2021-04-01,C0073
V003137,P0051,1,2022-03-30,C0192
V000406,P0062,6,2022-01-08,C0120
V004356,P0366,8,2020-07-25,C0197
V001711,P0259,7,2022-03-11,C0082
V007779,P0144,1,2021-08-22,C0034
V000106,P0325,1,2021-03-27,C0267
V002760,P0004,8,2024-01-21,C0282
V000164,P0026,7,2020-07-05,C0060
V006852,P0534,2,2023-09-05,C0247
V007372,P0541,4,2020-10-26,C0088
V000984,P0030,6,2020-02-12,C0037
V003518,P0507,5,2022-01-21,C0057
V000071,P0492,8,2020-12-04,C0205
V007239,P0329,5,2024-03-13,C0032
V000986,P0417,5,2020-11-11,C0262
V000982,P0305,6,2020-09-27,C0031
V002720,P0463,2,2020-11-30,C0123
V007376,P0180,1,2021-11-07,C0277
V000165,P0139,1,2024-04-18,C0260
V007714,P0565,5,2023-12-25,C0081
V001455,P0525,8,2021-01-20,C0057
V007614,P0165,9,2021-10-06,C0065
V006314,P0166,4,2020-10-25,C0127
V003386,P0509,9,2023-11-18,C0144
V007282,P0382,1,2022-03-01,C0209
V001040,P0461,1,2022-03-06,C0159
V007519,P0003,1,2020-08-06,C0249
V004762,P0572,4,2024-07-04,C0186
V007440,P0470,9,2024-02-05,C0283
V003111,P0487,9,2022-04-04,C0244
V006190,P0127,8,2022-07-05,C0038
V006504,P0550,2,2023-07-02,C0099
V007561,P0294,5,2020-01-05,C0216
V002993,P0426,7,2022-06-10,C0278
V001921,P0176,4,2020-06-12,C0074
V001845,P0568,8,2023-03-24,C0277
V001149,P0145,2,2021-09-26,C0122
V002693,P0315,2,2023-07-11,C0137
V000745,P0269,5,2024-05-29,C0168
V003852,P0226,4,2023-05-10,C0251
V001631,P0568,8,2023-11-11,C0038
V006331,P0522,10,2021-02-17,C0255
V007458,P0077,7,2020-09-27,C0067
V006779,P0447,5,2023-01-14,C0069
V006071,P0044,4,2021-01-10,C0088
V007391,P0545,5,2020-02-21,C0122
V007152,P0029,2,2023-10-12,C0069
V004597,P0273,2,2023-03-11,C0090
V007458,P0009,7,2020-09-27,C0067
V003348,P0082,9,2021-10-22,C0246
V005302,P0333,2,2020-04-23,C0009
V001070,P0347,8,2024-06-03,C0251
V001476,P0004,7,2022-11-17,C0194
V000264,P0456,3,2023-03-19,C0119
V006998,P0355,2,2024-03-07,C0005
V000658,P0330,5,2022-07-18,C0248
V003245,P0236,1,2024-04-26,C0045
V001948,P0381,8,2023-01-19,C0166
V004419,P0183,6,2023-12-25,C0106
V003454,P0570,3,2021-11-14,C0093
V004112,P0080,3,2024-05-31,C0045
V001395,P0426,2,2021-05-30,C0022
V000029,P0094,4,2020-05-18,C0049
V002288,P0588,6,2020-12-21,C0145
V003546,P0008,7,2024-02-06,C0230
V000600,P0341,6,2023-05-20,C0134
V000976,P0586,3,2022-09-12,C0184
V004632,P0181,10,2023-03-03,C0276
V005427,P0416,10,2022-09-01,C0060
V001634,P0407,10,2020-09-14,C0230
V006651,P0423,6,2024-05-16,C0139
V003503,P0149,9,2022-10-14,C0064
V004340,P0314,10,2022-01-10,C0106
V006917,P0137,5,2022-11-20,C0031
V006380,P0407,10,2023-01-29,C0253
V000879,P0570,9,2024-03-28,C0059
V005576,P0138,4,2020-12-18,C0291
V003582,P0535,9,2020-10-08,C0251
V003954,P0523,9,2021-02-05,C0255
V004134,P0555,8,2024-05-22,C0049
V001117,P0373,5,2022-03-24,C0246
V005124,P0172,1,2024-01-06,C0282
V007699,P0317,9,2021-11-03,C0039
V001041,P0088,3,2024-04-03,C0184
V007159,P0437,3,2023-09-15,C0204
V006934,P0392,5,2020-02-17,C0185
V002721,P0068,10,2022-10-25,C0230
V007447,P0051,1,2021-10-26,C0299
V005605,P0170,4,2021-05-27,C0001
V007989,P0543,4,2024-04-01,C0164
V006466,P0153,5,2023-09-11,C0053
V000272,P0128,6,2021-12-17,C0148
V001367,P0399,1,2022-01-20,C0104
V003082,P0285,9,2021-12-08,C0264
V002056,P0296,2,2020-01-05,C0297
V003952,P0465,1,2022-02-03,C0285
V001791,P0370,8,2020-03-28,C0215
V005806,P0570,8,2020-06-21,C0061
V000035,P0589,10,2020-08-06,C0142
V003454,P0051,4,2021-11-14,C0093
V007502,P0159,10,2021-07-30,C0150
V002880,P0329,9,2024-02-03,C0148
V004242,P0427,3,2021-10-08,C0051
V002247,P0226,9,2024-02-22,C0174
V004159,P0027,9,2021-04-19,C0297
V000708,P0515,1,2021-08-02,C0025
V007016,P0129,8,2024-04-20,C0277
V002856,P0101,5,2022-11-13,C0300
V000906,P0541,4,2024-01-15,C0139
V000171,P0560,5,2023-05-08,C0216
V002097,P0306,8,2021-07-24,C0088
V005617,P0338,1,2021-08-28,C0165
V004769,P0109,2,2022-09-10,C0251
V002136,P0390,2,2020-09-20,C0089
V006698,P0452,9,2020-12-07,C0178
V006176,P0208,6,2021-05-12,C0156
V003483,P0287,10,2023-12-03,C0187
V000424,P0345,8,2020-01-02,C0261
V004317,P0540,6,2023-03-05,C0261
V003293,P0203,6,2020-01-25,C0181
V000472,P0185,3,2023-11-28,C0069
V006677,P0250,5,2021-08-13,C0078
V003991,P0512,4,2022-09-18,C0059
V004348,P0504,9,2020-05-05,C0228
V001512,P0174,7,2020-02-10,C0215
V000431,P0203,8,2023-09-14,C0057
V006832,P0185,7,2021-07-23,C0221
V002374,P0438,5,2022-03-07,C0222
V003182,P0539,8,2021-08-24,C0112
V000843,P0503,3,2021-08-02,C0056
V005917,P0245,1,2023-02-04,C0158
V005605,P0150,5,2021-05-27,C0001
V003394,P0396,10,2024-06-08,C0241
V007252,P0130,6,2022-04-20,C0192
V002662,P0513,6,2023-08-04,C0230
V001316,P0057,2,2020-06-29,C0253
V002710,P0577,4,2022-12-22,C0009
V002810,P0100,5,2021-04-20,C0046
V006882,P0200,9,2021-06-08,C0036
V007816,P0466,1,2022-12-27,C0017
V000080,P0447,2,2020-04-15,C0216
V005089,P0081,1,2020-12-01,C0051
V001247,P0327,3,2020-06-27,C0271
V000533,P0454,1,2023-11-10,C0154
V006377,P0201,10,2020-11-10,C0002
V006162,P0018,7,2021-03-11,C0093
V002207,P0119,5,2021-09-24,C0269
V002684,P0439,8,2023-02-07,C0270
V001952,P0128,6,2020-05-29,C0294
V003461,P0522,3,2023-02-21,C0065
V007505,P0504,9,2020-06-13,C0073
V005840,P0029,8,2020-03-12,C0187
V000268,P0101,4,2020-04-19,C0297
V005885,P0181,8,2022-09-23,C0251
V007121,P0403,1,2020-09-18,C0045
V002767,P0058,3,2022-05-30,C0286
V005534,P0480,10,2020-09-11,C0031
V000264,P0470,6,2023-03-19,C0119
V005707,P0316,8,2023-12-21,C0262
V004374,P0203,1,2020-11-09,C0216
V005629,P0583,3,2021-12-22,C0061
V004511,P0053,4,2024-01-01,C0060
V007316,P0580,6,2022-09-10,C0050
V004473,P0353,1,2023-10-09,C0283
V000620,P0457,2,2024-02-01,C0123
V007235,P0491,8,2020-11-10,C0167
V001319,P0077,9,2023-03-17,C0192
V003222,P0079,7,2023-08-30,C0134
V002869,P0120,6,2020-04-08,C0028
V005634,P0004,9,2021-09-01,C0283
V004858,P0101,10,2023-03-14,C0153
V002488,P0130,7,2021-02-23,C0256
V000959,P0421,10,2020-02-05,C0035
V002170,P0497,1,2021-04-19,C0112
V002765,P0588,6,2020-11-17,C0075
V005435,P0383,6,2022-02-20,C0053
V006413,P0514,9,2023-12-22,C0243
V002282,P0413,3,2021-01-07,C0229
V004122,P0422,6,2023-10-05,C0232
V007936,P0506,1,2020-08-27,C0234
V000852,P0405,7,2020-10-22,C0221
V001219,P0388,9,2020-03-31,C0148
V001012,P0493,3,2023-10-28,C0073
V005599,P0296,9,2022-06-01,C0005
V003655,P0365,3,2020-04-18,C0199
V004560,P0455,9,2023-08-14,C0214
V003285,P0059,3,2020-03-22,C0142
V004927,P0335,10,2022-09-09,C0025
V005257,P0334,2,2022-01-08,C0140
V004286,P0407,5,2022-09-08,C0283
V002374,P0259,7,2022-03-07,C0222
V000516,P0299,8,2020-03-19,C0088
V004606,P0344,9,2022-10-21,C0206
V003178,P0160,7,2024-03-23,C0131
V005047,P0003,6,2022-06-12,C0069
V005490,P0505,8,2020-04-18,C0212
V005665,P0100,2,2021-05-19,C0043
V001322,P0078,1,2022-04-20,C0188
V001887,P0099,3,2020-08-05,C0142
V002802,P0307,6,2022-07-15,C0065
V002062,P0276,1,2022-10-23,C0134
V006826,P0065,5,2023-01-14,C0104
V007707,P0440,1,2021-08-28,C0263
V007814,P0123,2,2020-10-26,C0269
V000369,P0184,7,2020-09-21,C0224
V003535,P0024,7,2021-10-11,C0230
V006538,P0160,5,2020-04-21,C0154
V001661,P0351,6,2022-09-03,C0043
V004331,P0036,10,2023-04-06,C0030
V003807,P0255,8,2022-10-08,C0150
V001023,P0076,8,2022-12-27,C0143
V002399,P0419,2,2023-04-10,C0208
V003437,P0113,3,2020-02-25,C0160
V002999,P0176,5,2021-11-07,C0071
V003411,P0077,8,2020-10-24,C0184
V000108,P0344,4,2021-03-08,C0281
V002448,P0068,7,2022-05-03,C0174
V002133,P0598,8,2020-01-23,C0294
V004948,P0013,9,2021-03-13,C0129
V005670,P0157,5,2020-06-30,C0034
V001798,P0126,10,2022-01-25,C0165
V006908,P0348,5,2022-12-03,C0045
V003986,P0415,8,2022-12-16,C0119
V007815,P0448,3,2020-08-07,C0145
V005649,P0598,4,2023-03-22,C0060
V006933,P0442,8,2020-04-20,C0033
V003477,P0230,4,2023-07-01,C0186
V004054,P0347,4,2024-06-01,C0116
V004698,P0358,7,2022-10-14,C0125
V003203,P0458,6,2022-06-12,C0050
V000720,P0525,1,2024-04-12,C0286
V006333,P0184,10,2023-09-21,C0271
V001208,P0268,4,2023-02-20,C0106
V005839,P0549,4,2023-11-12,C0158
V007265,P0025,4,2023-01-21,C0150
V003825,P0169,3,2022-07-29,C0058
V007378,P0087,6,2024-03-15,C0150
V002534,P0458,4,2023-12-06,C0184
V007312,P0287,2,2020-10-18,C0282
V001701,P0123,7,2020-11-20,C0184
V002838,P0250,4,2021-09-29,C0038
V003085,P0426,10,2020-11-28,C0195
V001017,P0242,2,2022-12-01,C0078
V007798,P0178,10,2020-12-19,C0243
V000459,P0378,8,2021-12-18,C0168
V005103,P0583,3,2020-03-27,C0169
V000260,P0187,6,2021-04-21,C0132
V001424,P0425,7,2022-07-19,C0007
V006907,P0518,10,2020-07-24,C0003
V004941,P0385,9,2022-12-15,C0021
V003254,P0058,6,2022-12-09,C0131
V000945,P0159,4,2022-09-06,C0035
V004834,P0296,10,2020-12-15,C0056
V003750,P0288,9,2020-06-16,C0061
V005420,P0352,10,2020-04-16,C0122
V006741,P0330,4,2022-08-21,C0165
V000658,P0288,6,2022-07-18,C0248
V002549,P0433,7,2021-03-04,C0299
V006554,P0507,6,2020-02-07,C0214
V002696,P0333,8,2020-03-06,C0160
V003664,P0513,2,2023-10-18,C0027
V000480,P0442,3,2021-10-12,C0163
V007564,P0229,9,2021-05-17,C0214
V000022,P0029,5,2022-03-04,C0022
V000999,P0268,9,2020-04-25,C0144
V004334,P0477,9,2024-02-09,C0009
V002443,P0436,6,2023-02-09,C0285
V000504,P0274,3,2021-03-06,C0070
V007744,P0388,9,2022-12-08,C0119
V003996,P0255,1,2020-06-28,C0039
V004097,P0015,7,2022-10-20,C0028
V006778,P0077,8,2020-07-23,C0286
V007610,P0415,8,2021-09-03,C0120
V002770,P0087,10,2021-08-08,C0285
V002648,P0079,5,2023-12-30,C0047
V001265,P0255,3,2023-07-16,C0132
V001235,P0469,1,2024-05-10,C0271
V005720,P0385,1,2023-11-19,C0270
V000981,P0088,2,2023-03-05,C0089
V005343,P0376,10,2023-07-26,C0133
V003491,P0382,8,2022-11-02,C0059
V002927,P0516,9,2020-05-02,C0230
V000971,P0540,3,2021-12-10,C0043
V007522,P0320,5,2023-10-17,C0250
V006436,P0158,1,2024-06-26,C0168
V000536,P0478,4,2020-05-12,C0263
V002162,P0268,7,2020-06-08,C0200
V004116,P0024,3,2024-04-16,C0035
V005629,P0145,1,2021-12-22,C0061
V000851,P0550,1,2022-03-13,C0249
V002846,P0275,2,2022-10-02,C0213
V001812,P0297,10,2020-07-18,C0154
V005708,P0588,6,2024-05-22,C0185
V004226,P0313,3,2022-10-01,C0154
V006394,P0381,9,2023-03-23,C0044
V004974,P0065,5,2020-06-09,C0036
V005505,P0269,5,2020-04-15,C0090
V002567,P0416,2,2023-07-17,C0183
V003814,P0011,2,2023-12-24,C0048
V006917,P0335,3,2022-11-20,C0031
V001654,P0524,7,2022-08-11,C0005
V006034,P0100,5,2024-06-23,C0215
V001117,P0206,9,2022-03-24,C0246
V004001,P0335,5,2023-04-06,C0142
V005470,P0068,3,2020-08-12,C0285
V006554,P0085,8,2020-02-07,C0214
V002484,P0323,10,2021-03-24,C0265
V002764,P0068,6,2023-06-17,C0277
V002612,P0168,7,2023-05-30,C0032
V006135,P0135,7,2023-09-03,C0142
V000569,P0081,4,2023-01-13,C0245
V002241,P0191,7,2023-07-09,C0218
V005868,P0562,10,2020-04-17,C0251
V005403,P0461,1,2020-03-21,C0112
V000172,P0119,5,2024-03-23,C0188
V004140,P0333,4,2023-10-25,C0133
V007753,P0085,3,2023-04-19,C0089
V000777,P0044,4,2020-12-08,C0223
V007255,P0258,3,2020-04-13,C0043
V001527,P0586,8,2023-08-31,C0169
V001435,P0268,8,2022-06-25,C0132
V000323,P0375,10,2024-06-08,C0247
V004192,P0056,7,2020-09-13,C0032
V007773,P0543,2,2022-12-10,C0250
V005290,P0281,2,2021-03-30,C0070
V004811,P0407,7,2021-05-30,C0160
V001434,P0598,10,2020-10-27,C0221
V001173,P0178,10,2024-07-03,C0295
V003462,P0545,7,2021-08-14,C0129
V003443,P0433,6,2021-10-21,C0089
V004198,P0092,4,2022-08-19,C0003
V007123,P0527,4,2022-11-12,C0277
V007777,P0011,10,2023-03-18,C0045
V000995,P0345,3,2022-01-01,C0027
V002761,P0300,3,2022-01-20,C0161
V000211,P0147,1,2023-01-09,C0059
V004655,P0022,2,2022-12-08,C0037
V001750,P0116,6,2020-07-20,C0039
V001236,P0001,7,2020-11-09,C0263
V005155,P0289,7,2023-08-18,C0088
V001381,P0097,3,2020-10-15,C0060
V004728,P0220,1,2023-06-19,C0084
V001551,P0150,5,2020-03-19,C0034
V003246,P0592,3,2023-10-08,C0197
V003841,P0340,6,2021-01-29,C0249
V006175,P0415,6,2021-12-06,C0042
V007942,P0122,10,2024-07-01,C0160
V004799,P0051,9,2020-06-09,C0254
V001893,P0348,10,2022-02-23,C0205
V007175,P0523,4,2021-12-17,C0227
V003465,P0381,8,2023-08-01,C0064
V005343,P0359,9,2023-07-26,C0133
V003153,P0492,5,2020-02-24,C0234
V001071,P0483,5,2023-06-27,C0182
V004028,P0365,1,2023-05-10,C0161
V000815,P0295,7,2022-07-11,C0173
V002643,P0449,1,2021-05-18,C0126
V001897,P0458,4,2022-02-20,C0291
V002917,P0235,3,2022-06-19,C0210
V003094,P0533,4,2022-02-08,C0224
V001766,P0505,6,2022-12-18,C0220
V000762,P0513,5,2023-08-26,C0285
V006191,P0314,4,2020-06-07,C0237
V002971,P0347,2,2022-02-24,C0051
V001061,P0248,3,2022-10-01,C0286
V006129,P0087,3,2023-03-09,C0027
V007599,P0583,3,2020-11-30,C0295
V004243,P0531,6,2020-02-19,C0126
V004038,P0289,4,2023-10-17,C0155
V004070,P0564,8,2020-12-14,C0230
V001336,P0138,3,2021-06-11,C0165
V001692,P0401,2,2021-11-10,C0271
V007361,P0209,8,2021-05-23,C0046
V001414,P0439,7,2020-09-27,C0147
V007046,P0099,4,2023-10-19,C0279
V002467,P0376,6,2022-02-25,C0072
V002462,P0182,2,2022-01-14,C0228
V000409,P0323,2,2023-04-24,C0213
V005374,P0153,10,2020-03-19,C0208
V000507,P0160,7,2020-09-03,C0009
V006238,P0077,1,2020-12-02,C0212
V007872,P0006,4,2023-03-10,C0011
V005410,P0270,9,2020-08-04,C0035
V003298,P0211,4,2024-03-01,C0244
V002175,P0311,9,2023-04-19,C0036
V003409,P0013,4,2021-01-08,C0076
V003483,P0273,9,2023-12-03,C0187
V004653,P0441,4,2022-07-12,C0007
V007923,P0331,5,2022-03-08,C0134
V004397,P0210,9,2024-01-02,C0267
V004543,P0238,8,2022-11-07,C0041
V000498,P0126,3,2021-01-17,C0059
V001216,P0239,2,2020-04-15,C0045
V005891,P0200,8,2022-05-02,C0050
V000787,P0035,9,2020-07-28,C0255
V005032,P0565,3,2024-04-12,C0291
V004491,P0199,3,2023-10-16,C0046
V006224,P0323,8,2021-12-11,C0142
V005652,P0075,2,2020-03-11,C0152
V004840,P0450,2,2021-10-23,C0099
V001968,P0167,5,2023-10-08,C0192
V006261,P0300,8,2023-08-20,C0220
V000670,P0281,2,2022-09-03,C0109
V006237,P0407,5,2021-07-06,C0212
V005975,P0001,9,2020-09-10,C0174
V007163,P0403,8,2023-03-24,C0190
V007553,P0415,2,2021-12-29,C0264
V004870,P0002,7,2020-07-08,C0214
V005478,P0250,10,2020-04-28,C0255
V003365,P0197,10,2020-10-08,C0214
V004224,P0203,8,2023-07-25,C0088
V001517,P0542,5,2021-04-12,C0158
V003916,P0398,8,2021-11-05,C0186
V004641,P0487,5,2023-11-29,C0244
V003015,P0323,3,2022-12-31,C0137
V003472,P0167,8,2023-01-30,C0240
V007685,P0390,9,2020-03-06,C0159
V005363,P0043,6,2020-11-14,C0262
V005065,P0460,9,2022-04-03,C0269
V007612,P0094,10,2020-03-10,C0114
V005115,P0306,9,2021-08-30,C0132
V005285,P0362,7,2023-11-03,C0139
V000381,P0301,9,2021-06-04,C0056
V003546,P0208,4,2024-02-06,C0230
V002028,P0263,7,2022-01-05,C0125
V003891,P0437,2,2022-04-23,C0081
V004699,P0316,5,2020-02-12,C0004
V002118,P0284,6,2021-11-12,C0005
V005303,P0255,2,2020-09-16,C0255
V007138,P0082,3,2022-10-06,C0255
V001704,P0253,2,2022-05-22,C0147
V006559,P0562,2,2020-03-09,C0092
V000967,P0037,8,2022-10-22,C0155
V004600,P0591,10,2024-01-19,C0297
V001454,P0541,10,2023-11-12,C0022
V006980,P0354,9,2022-03-24,C0140
V000630,P0103,5,2022-06-27,C0059
V003519,P0592,5,2022-08-04,C0159
V000022,P0535,8,2022-03-04,C0022
V006234,P0435,9,2020-11-30,C0002
V004169,P0025,10,2020-05-15,C0198
V003471,P0068,9,2023-04-25,C0295
V000993,P0480,1,2020-02-08,C0112
V002392,P0090,8,2023-10-29,C0139
V001822,P0003,6,2024-02-12,C0160
V002055,P0417,5,2023-04-21,C0167
V002770,P0279,1,2021-08-08,C0285
V004552,P0491,8,2024-01-04,C0093
V004021,P0468,10,2023-11-26,C0182
V007753,P0154,8,2023-04-19,C0089
V007500,P0060,10,2023-05-15,C0228
V004157,P0205,10,2022-03-28,C0206
V003391,P0016,8,2023-08-22,C0004
V001342,P0218,5,2021-11-24,C0065
V005650,P0289,5,2022-07-06,C0117
V001539,P0471,9,2024-04-30,C0046
V004523,P0093,10,2021-03-11,C0036
V001796,P0349,10,2021-09-28,C0060
V001162,P0343,3,2023-05-06,C0178
V004042,P0576,4,2024-06-05,C0286
V001790,P0012,1,2020-09-08,C0244
V000206,P0367,9,2024-02-10,C0078
V004713,P0319,10,2020-03-16,C0046
V007115,P0283,10,2022-11-07,C0025
V005495,P0556,3,2021-04-29,C0003
V007678,P0527,9,2020-11-28,C0078
V006948,P0337,3,2021-07-15,C0218
V003712,P0161,1,2023-03-11,C0007
V004905,P0266,5,2024-05-20,C0086
V006519,P0590,2,2022-08-16,C0275
V002483,P0214,6,2020-12-22,C0090
V000866,P0172,2,2023-07-17,C0035
V002505,P0353,9,2023-10-29,C0137
V000551,P0594,5,2021-03-01,C0278
V004988,P0004,9,2020-11-27,C0262
V004507,P0097,1,2020-05-19,C0174
V004739,P0285,8,2024-02-25,C0064
V006464,P0035,7,2023-10-21,C0041
V005229,P0433,4,2022-12-22,C0134
V007363,P0209,3,2023-05-01,C0113
V007637,P0035,10,2021-10-29,C0281
V005298,P0442,10,2023-10-16,C0276
V003162,P0320,6,2022-12-10,C0070
V000806,P0386,6,2023-03-01,C0269
V001167,P0501,5,2020-03-10,C0223
V001957,P0284,7,2022-08-21,C0017
V002502,P0349,8,2021-02-11,C0283
V001242,P0512,10,2020-12-21,C0071
V001580,P0577,3,2023-08-23,C0249
V005572,P0367,7,2023-02-18,C0240
V005435,P0015,3,2022-02-20,C0053
V003235,P0127,2,2022-05-27,C0053
V000843,P0023,2,2021-08-02,C0056
V007142,P0127,8,2020-11-25,C0299
V006294,P0192,8,2021-08-15,C0086
V004172,P0289,10,2022-09-04,C0026
V001448,P0116,6,2024-01-06,C0295
V006281,P0369,6,2020-06-20,C0147
V004572,P0492,5,2021-12-18,C0037
V004421,P0353,1,2021-02-15,C0109
V000649,P0557,2,2022-01-14,C0119
V001189,P0289,5,2021-07-09,C0270
V007770,P0136,6,2023-05-05,C0265
V005493,P0296,2,2022-10-03,C0125
V005282,P0511,3,2023-09-28,C0026
V001009,P0450,8,2023-12-31,C0099
V003573,P0087,3,2022-03-05,C0217
V007436,P0160,10,2023-06-01,C0204
V006181,P0220,7,2022-04-20,C0275
V002077,P0247,2,2022-04-02,C0282
V003637,P0533,1,2022-09-23,C0065
V003283,P0141,2,2020-11-07,C0270
V000326,P0314,10,2024-05-26,C0113
V003643,P0330,8,2024-01-31,C0122
V002751,P0180,7,2023-06-27,C0144
V001771,P0011,9,2023-09-14,C0281
V007846,P0347,1,2023-09-25,C0195
V003620,P0136,4,2020-03-01,C0153
V001530,P0104,4,2020-12-07,C0159
V007318,P0441,7,2021-01-21,C0129
V001467,P0477,10,2023-04-26,C0065
V003615,P0133,3,2022-02-10,C0140
V006420,P0174,3,2021-07-28,C0150
V007771,P0006,7,2023-04-12,C0073
V007457,P0022,10,2022-08-25,C0188
V005429,P0255,1,2023-06-28,C0049
V005753,P0221,10,2022-05-01,C0238
V000769,P0155,9,2022-09-12,C0220
V006258,P0255,1,2021-10-15,C0149
V005956,P0372,4,2022-05-06,C0075
V000004,P0450,7,2022-04-23,C0026
V002486,P0121,3,2020-04-14,C0022
V006986,P0081,5,2022-02-27,C0220
V004611,P0553,8,2023-03-28,C0088
V004222,P0102,5,2021-09-21,C0050
V003215,P0183,9,2022-04-26,C0200
V001104,P0255,7,2020-08-25,C0004
V005872,P0583,7,2022-01-09,C0081
V000364,P0358,4,2021-12-04,C0113
V004770,P0558,9,2022-09-04,C0162
V003954,P0191,1,2021-02-05,C0255
V003361,P0174,6,2024-03-11,C0209
V000745,P0247,4,2024-05-29,C0168
V002377,P0173,6,2020-10-10,C0190
V004736,P0354,7,2020-02-10,C0251
V003653,P0335,7,2020-01-15,C0059
V003741,P0278,6,2021-06-11,C0047
V000212,P0143,10,2021-10-11,C0143
V007337,P0495,8,2020-03-29,C0032
V004914,P0286,3,2023-07-29,C0203
V005681,P0539,8,2022-08-04,C0045
V002549,P0127,7,2021-03-04,C0299
V000025,P0150,2,2023-09-02,C0075
V006862,P0342,7,2023-09-20,C0150
V002512,P0367,2,2022-12-24,C0249
V002889,P0200,6,2022-12-09,C0247
V006962,P0025,7,2022-06-13,C0213
V004218,P0002,3,2021-08-12,C0054
V007143,P0311,8,2023-02-22,C0036
V003131,P0274,1,2022-01-02,C0174
V007225,P0031,3,2020-03-11,C0051
V005549,P0185,9,2023-12-30,C0058
V002527,P0399,6,2021-09-04,C0153
V006261,P0066,2,2023-08-20,C0220
V006882,P0230,4,2021-06-08,C0036
V002358,P0193,6,2020-07-24,C0250
V001577,P0546,10,2024-04-19,C0088
V005468,P0245,5,2023-09-11,C0026
V000828,P0498,9,2024-03-01,C0166
V003863,P0139,7,2021-03-03,C0144
V004528,P0393,2,2020-02-08,C0253
V006240,P0210,4,2022-06-28,C0213
V004259,P0507,10,2021-07-22,C0007
V004755,P0321,5,2024-07-05,C0147
V006583,P0021,4,2020-08-17,C0076
V006919,P0127,8,2024-01-27,C0244
V005949,P0043,9,2020-10-25,C0255
V003116,P0496,6,2020-12-24,C0168
V005294,P0536,5,2020-05-18,C0050
V005450,P0255,10,2023-10-19,C0208
V000960,P0425,1,2021-02-26,C0127
V000752,P0313,9,2022-11-29,C0204
V002517,P0226,1,2024-03-08,C0131
V004462,P0216,2,2020-10-19,C0163
V003178,P0137,6,2024-03-23,C0131
V001242,P0443,5,2020-12-21,C0071
V004729,P0185,2,2021-07-07,C0037
V002057,P0579,2,2020-05-21,C0160
V004739,P0572,9,2024-02-25,C0064
V000263,P0191,6,2020-09-23,C0082
V002837,P0121,3,2022-08-12,C0025
V002279,P0547,5,2024-04-15,C0061
V004507,P0545,8,2020-05-19,C0174
V002170,P0591,6,2021-04-19,C0112
V002170,P0446,3,2021-04-19,C0112
V006188,P0441,8,2022-03-08,C0076
V000535,P0557,10,2023-02-21,C0122
V003648,P0075,6,2023-04-25,C0249
V006618,P0329,2,2022-08-19,C0220
V000715,P0413,1,2020-10-10,C0034
V006481,P0199,4,2021-06-22,C0279
V007824,P0275,6,2022-05-19,C0048
V006703,P0524,7,2023-06-09,C0241
V004484,P0056,5,2022-06-02,C0041
V007868,P0283,6,2023-12-13,C0220
V004704,P0174,2,2024-02-26,C0165
V006209,P0459,3,2023-05-25,C0282
V004609,P0124,3,2020-10-26,C0244
V003405,P0168,3,2020-08-16,C0173
V001544,P0291,10,2020-09-04,C0264
V001913,P0162,4,2022-11-27,C0246
V001290,P0006,6,2020-01-20,C0212
V007300,P0185,8,2022-01-16,C0084
V001926,P0216,7,2021-07-07,C0270
V000884,P0144,4,2020-05-02,C0183
V005724,P0589,2,2021-11-14,C0216
V004305,P0547,9,2020-06-24,C0042
V006990,P0503,3,2020-10-05,C0203
V000911,P0218,2,2023-07-03,C0126
V003211,P0531,1,2022-07-13,C0213
V002773,P0059,4,2024-03-24,C0187
V005721,P0406,4,2023-08-16,C0208
V007972,P0316,10,2021-04-14,C0278
V004199,P0539,3,2020-07-14,C0271
V000269,P0234,10,2023-03-05,C0061
V002432,P0319,7,2023-01-19,C0263
V002558,P0275,10,2023-08-06,C0261
V007175,P0202,1,2021-12-17,C0227
V002072,P0561,7,2022-08-15,C0203
V002150,P0112,6,2020-08-01,C0093
V003426,P0533,5,2023-10-01,C0132
V001738,P0378,10,2021-07-21,C0117
V002127,P0403,8,2021-10-29,C0064
V003568,P0015,7,2024-04-02,C0132
V007648,P0190,9,2023-10-15,C0061
V000278,P0491,2,2020-06-06,C0168
V003567,P0196,2,2024-03-16,C0081
V003188,P0579,5,2021-07-28,C0017
V002499,P0193,7,2022-11-23,C0198
V004944,P0534,10,2023-01-03,C0036
V000044,P0008,1,2022-06-15,C0039
V003074,P0491,7,2022-11-26,C0208
V005746,P0261,7,2022-12-03,C0261
V005916,P0427,1,2023-10-21,C0271
V006271,P0192,4,2020-10-22,C0155
V000835,P0362,9,2023-10-24,C0181
V005483,P0339,5,2020-03-28,C0275
V000751,P0382,6,2021-01-17,C0199
V006358,P0507,6,2020-04-11,C0254
V005913,P0123,4,2024-01-05,C0144
V000514,P0332,4,2024-03-18,C0007
V005097,P0348,10,2024-05-21,C0261
V004712,P0324,3,2023-09-29,C0076
V005756,P0334,10,2020-09-12,C0154
V000661,P0197,10,2022-12-04,C0131
